asset,total_return,return_per_day,Annualized_return,excess_return ( rf = 0.03)
BTC-USD,4.031600901707659,0.0038587062165018615,1.6597316879508939,1.6297316879508938
ETH-USD,5.692450722418432,0.004815815469476181,2.3881402009240422,2.3581402009240424
BNB-USD,2.722684174123465,0.002770732570870127,1.019384771390809,0.989384771390809
